22.4407,16.2537,1.19784
22.4355,16.3684,1.18913
22.4714,16.4788,1.18681
22.5102,16.588,1.18534
22.5601,16.711,1.18609
22.6093,16.8141,1.18673
22.7101,16.8628,1.18621
22.6516,16.9668,1.18588
22.7564,17.0209,1.18161
22.8055,17.1584,1.17034
22.8127,17.3063,1.15359
22.8551,17.4345,1.13686
22.9773,17.5116,1.10528
23.0193,17.6665,1.06991
23.1094,17.7515,1.03488
23.1621,17.918,0.98949
23.2311,17.9904,0.942389
23.3472,18.0602,0.903712
23.3668,18.1584,0.870223
23.4726,18.2247,0.804476
23.521,18.3194,0.762424
23.6375,18.3184,0.706595
23.6743,18.4118,0.666446
23.7487,18.4977,0.615708
23.8558,18.5553,0.544271
23.9889,18.5942,0.484139
24.0776,18.654,0.431751
24.1764,18.68,0.392642
24.3553,18.7025,0.303713
24.506,18.7287,0.238665
24.6132,18.7645,0.17517
24.7696,18.7663,0.126805
24.9252,18.7953,0.0430942
25.0791,18.8007,-0.03181
25.1823,18.7942,-0.0876066
25.3207,18.7886,-0.140147
25.4509,18.769,-0.206781
25.5613,18.7429,-0.257913
25.6693,18.7116,-0.328759
25.8003,18.6884,-0.383898
25.9061,18.6821,-0.415532
26.0467,18.6293,-0.424684
26.17,18.5645,-0.424486
26.327,18.4832,-0.425447
26.4691,18.4592,-0.426056
26.5854,18.3706,-0.426171
26.7189,18.3448,-0.426288
26.8411,18.2674,-0.426752
26.957,18.2227,-0.427787
27.0751,18.1766,-0.427072
27.1652,18.0967,-0.427563
27.3018,18.0621,-0.427815
27.3955,18.0173,-0.427064
27.5179,17.9558,-0.427724
27.6125,17.9174,-0.42839
27.7161,17.8787,-0.4292
27.8228,17.8395,-0.429538
27.9076,17.7611,-0.429716
28.0529,17.7167,-0.429538
28.1922,17.6429,-0.430408
28.3481,17.5582,-0.431524
28.4926,17.522,-0.431475
28.6247,17.4719,-0.431328
28.7231,17.4011,-0.432087
28.8415,17.3574,-0.431616
28.9855,17.2822,-0.432325
29.0985,17.247,-0.432707
29.2009,17.1805,-0.432215
29.3215,17.143,-0.431742
29.4489,17.0712,-0.432321
29.5483,17.0284,-0.432472
29.646,16.9915,-0.432548
29.7312,16.9189,-0.433829
29.8628,16.8929,-0.435302
29.994,16.8118,-0.434532
30.1088,16.7715,-0.435052
30.2407,16.6938,-0.435164
30.3795,16.654,-0.436055
30.4862,16.6139,-0.435784
30.6224,16.5399,-0.436269
30.7287,16.4658,-0.436813
30.8388,16.4226,-0.436144
30.9578,16.377,-0.436838
31.0619,16.3056,-0.437746
31.1861,16.2728,-0.437967
31.3211,16.1906,-0.438603
31.4775,16.1209,-0.437118
31.6026,16.0763,-0.436187
31.7061,16.0361,-0.43754
31.7781,15.9622,-0.436734
31.8742,15.9228,-0.436706
31.9748,15.8859,-0.437085
32.0753,15.8507,-0.438699
32.2203,15.8095,-0.437883
32.2798,15.7273,-0.437821
32.4131,15.7039,-0.445075
32.5232,15.6374,-0.450432
32.682,15.5311,-0.480343
32.7809,15.4935,-0.514758
32.8811,15.3888,-0.556182
33.013,15.3475,-0.608905
33.0552,15.2443,-0.653994
33.1706,15.1923,-0.700401
33.2285,15.0825,-0.75172
33.3082,15.0214,-0.783803
33.3995,14.9616,-0.835333
33.4979,14.8239,-0.894049
33.5825,14.738,-0.943059
33.6339,14.5905,-0.980728
33.7199,14.5102,-1.02965
33.7872,14.3117,-1.0808
33.881,14.2351,-1.13102
33.9253,14.1439,-1.1711
33.896,14.0439,-1.1783
33.9926,13.9394,-1.2341
34.0068,13.7593,-1.28954
34.0268,13.638,-1.32747
34.0916,13.5447,-1.37261
34.1456,13.4519,-1.42335
34.1191,13.3294,-1.44072
34.116,13.1637,-1.48848
34.1178,13.048,-1.52726
34.0975,12.9417,-1.56234
34.1209,12.8388,-1.59127
34.1721,12.7426,-1.64571
34.1014,12.6488,-1.65418
34.0831,12.4693,-1.70955
34.123,12.3724,-1.74762
34.0738,12.2082,-1.79401
34.0309,12.1137,-1.81518
34.0785,12.0185,-1.86112
34.0052,11.8672,-1.89917
33.9849,11.7596,-1.9136
33.9204,11.6636,-1.93507
33.8791,11.5028,-1.95123
33.8001,11.4076,-1.95706
33.7556,11.24,-1.98043
33.7378,11.1129,-2.00697
33.6757,11.0222,-2.02003
33.5665,10.8214,-2.05742
33.5093,10.7351,-2.08009
33.4489,10.6485,-2.09886
33.5492,10.6485,-2.12575
33.4819,10.5597,-2.13761
33.3987,10.4837,-2.15791
33.2653,10.3371,-2.20488
33.1674,10.2049,-2.2528
33.2631,10.1257,-2.31074
33.0128,10.0077,-2.3246
32.8309,9.88871,-2.35576
32.9384,9.89387,-2.37148
32.8562,9.82764,-2.38037
32.7439,9.78009,-2.39339
32.6784,9.70419,-2.40411
32.5739,9.63638,-2.42048
32.5021,9.56462,-2.43518
32.4035,9.44983,-2.47152
32.3127,9.39268,-2.48939
32.1646,9.27284,-2.53276
32.0235,9.17082,-2.58358
31.8909,9.07695,-2.64015
31.7612,8.98814,-2.71783
31.6499,8.96256,-2.74242
31.5452,8.92171,-2.77374
31.337,8.87575,-2.84271
31.1639,8.84679,-2.94705
31.06,8.83761,-3.00311
30.7952,8.81492,-3.08867
30.6203,8.828,-3.12702
30.4319,8.84081,3.11068
30.2873,8.8621,3.07084
30.1699,8.89149,2.98835
30.2827,8.88939,2.94645
30.1021,8.92939,2.92536
29.9265,8.98273,2.8753
29.8021,9.00286,2.82463
29.6042,9.06499,2.80048
29.4571,9.16434,2.68972
29.3471,9.21341,2.63628
29.2372,9.32894,2.52849
29.1311,9.38731,2.52757
29.0252,9.48634,2.52743
28.8509,9.60545,2.52688
28.7115,9.73293,2.52588
28.5878,9.79093,2.52581
28.4091,9.90052,2.52514
28.5784,9.90621,2.52372
28.2858,10.0038,2.52458
28.0576,10.1477,2.52375
