27.9095,10.2561,2.52349
27.7758,10.3728,2.52381
27.67,10.4374,2.52374
27.5293,10.4943,2.52292
27.4258,10.6087,2.52706
27.54,10.6035,2.5323
27.3943,10.6457,2.53522
27.2959,10.6985,2.53806
27.1886,10.7583,2.54444
27.0653,10.8465,2.56837
26.9762,10.9247,2.60602
26.878,11.0038,2.67874
26.7661,11.047,2.69745
26.6715,11.0881,2.73
26.5167,11.1637,2.79346
26.4016,11.2057,2.82356
26.2794,11.2255,2.84934
26.0205,11.3043,2.93926
25.9018,11.3364,2.99587
25.7789,11.35,3.02262
25.5645,11.3795,3.05271
25.3743,11.401,3.05269
25.1456,11.4269,3.05344
24.9799,11.4374,3.05434
24.7179,11.4616,3.05515
24.5649,11.4716,3.0563
24.3637,11.4902,3.05781
24.1568,11.5058,3.05915
24.0111,11.534,3.05148
23.8427,11.5656,3.03507
23.6976,11.5817,3.00519
23.5921,11.6015,2.97339
23.388,11.647,2.92924
23.2711,11.6662,2.91078
23.1689,11.6873,2.91114
23.0609,11.7138,2.91043
22.9044,11.7519,2.9097
22.7191,11.7979,2.90876
22.5791,11.8258,2.90802
22.4782,11.8397,2.90752
22.3714,11.8522,2.90403
